sentence_id,domain_category,english_text,sesotho_text,source,source_reference,translator_code,reviewer_status,notes
3518,Appointments and Follow-Up,Can I schedule an appointment for a diabetes check?,Na nka rerela appointment bakeng sa tlhahlobo ea tsoekere?,WHO,appointments-followup-v1,,reviewed,
3422,Symptoms and Complaints,I have dark brown urine.,Ke na le moroto o lefifi o tšoeu-bosoeu.,WHO,symptoms-complaints-v1,,reviewed,
2564,Medication Instructions,Give the medicine to the child using a medicine cup for children over five years.,Fana ka moriana ho ngoana ka ho sebelisa mohope oa moriana bakeng sa bana ba fetang lilemo tse hlano.,WHO,medication-instructions-v1,,reviewed,
1606,Tuberculosis,Disclosing your TB diagnosis to trusted family members can help you get the support you need.,Ho senola tlhahlobo ea TB ea hau ho maloko a lelapa a tšepahalang ho ka u thusa ho fumana tshehetso eo u e hlokang.,CDC,tb-disclosure,,reviewed,
4829,General Patient Education,Mutual faithfulness between tested partners reduces HIV risk.,Botsepeli bo tšoanang lipakeng tsa baratwi ba hlahlojotsoeng bo fokotsa kotsi ea HIV.,WHO,general-patient-education-v1,,reviewed,
2325,Medication Instructions,This medicine may interact with beta-blocker drugs; inform your doctor.,Moriana ona o ka kopana le meriana ea beta-blocker; tsebisa ngaka ea hau.,WHO,medication-instructions-v1,,reviewed,
2710,Symptoms and Complaints,I feel cold and shivery even in warm weather.,Ke ikutloa ke batile le ho thothomela le ha boemo ba leholimo bo futhumele.,WHO,symptoms-complaints-v1,,reviewed,
4399,Maternal and Child Health,I was told that family planning helps me plan for my future.,Ke boletsoe hore ho rererela lelapa ho nthusa ho rererela bokamoso ba ka.,WHO,maternal-child-health-v1,,reviewed,
1313,Tuberculosis,Immune reconstitution inflammatory syndrome (IRIS) can occur when ART is started in TB/HIV patients.,Lefu la ho ruruha le bakoang ke ho tsosolosoa ha sesole sa ’mele (IRIS) le ka hlaha ha ART e qalisoa ho bakuli ba nang le TB/HIV.,NIH,tb-iris,,reviewed,
3449,Symptoms and Complaints,I have a feeling of pressure in my urethra.,Ke na le maikutlo a khatello urethrang ea ka.,WHO,symptoms-complaints-v1,,reviewed,
3813,Appointments and Follow-Up,I want to ask the nurse about my next vaccination.,Ke rata ho botsa mooki ka ente ea ka e latelang.,WHO,appointments-followup-v1,,reviewed,
4656,General Patient Education,Wear comfortable shoes to protect your feet if you have diabetes.,Apara lieta tse lokelang ho sireletsa maoto a hao haeba o na le tsoekere.,WHO,general-patient-education-v1,,reviewed,
2363,Medication Instructions,This medicine may increase the risk of hepatotoxicity with other liver-toxic drugs.,Moriana ona o ka eketsa kotsi ea hepatotoxicity le meriana e meng e kotsi ea sebete.,WHO,medication-instructions-v1,,reviewed,
1976,Medication Instructions,Use the oral syringe to measure the correct dose for children.,Sebelisa syringe ea molomo ho lekola dose e nepahetseng bakeng sa bana.,WHO,medication-instructions-v1,,reviewed,
3515,Appointments and Follow-Up,Can I make an appointment for a mental health consultation?,Na nka etsa appointment bakeng sa keletso ea bophelo ba kelello?,WHO,appointments-followup-v1,,reviewed,
1762,Tuberculosis,"TB affects everyone — rich and poor, young and old.","TB e angoa bohle — bafumi le bafutsana, bacha le ba baholo.",WHO,tb-universal-impact,,reviewed,
2740,Symptoms and Complaints,I feel my body is not working properly.,Ke ikutloa 'mele oa ka ha o sebetse hantle.,WHO,symptoms-complaints-v1,,reviewed,
4845,General Patient Education,Gonorrhoea and chlamydia are bacterial infections that are treatable.,Gonorrhoea le chlamydia ke tšoaetso tsa baekteria tse ka alafoang.,WHO,general-patient-education-v1,,reviewed,
2473,Medication Instructions,"Take the missed dose as soon as you remember, but never take two doses at once.","Nka dose e lahlehileng hang hang ha u hopola, empa u se ke oa nka li-dose tse peli ka nako e le ngoe.",WHO,medication-instructions-v1,,reviewed,
4008,Maternal and Child Health,I have been told to come for antenatal care every month.,Ke ile ka laelwa ke tle ke kene hospitala ka haufi ka la every month.,WHO,maternal-child-health-v1,,raw,
1494,Tuberculosis,"I was tested for latent TB because my husband had active TB, and I was given tablets to prevent it.","Ke hlahlobelitsoe TB e patileng hobane monna oa ka o ne a na le TB e sebetsang, mme ke fuoe lipilisi ho e thibela.",clinical_fieldwork,patient-tb-ltbi-treatment,,reviewed,
4207,Maternal and Child Health,My child was diagnosed with malaria and given treatment.,Ngoana oa ka o hlahlojoe ka malaria mme o filoe phekolo.,WHO,maternal-child-health-v1,,reviewed,
2159,Medication Instructions,Contact your doctor if you experience muscle pain or weakness.,Ikopanye le ngaka ea hau haeba u ikutloa u na le mahloko a mochine kapa ho fokotsehela.,WHO,medication-instructions-v1,,reviewed,
1170,Tuberculosis,Peripheral neuropathy — tingling or numbness in the hands and feet — is a side effect of isoniazid.,Neuropathy ea maphethelo — ho hlohlona kapa ho fofa matsoho le maoto — ke tlhamorao ea isoniazid.,CDC,tb-peripheral-neuropathy,,reviewed,
4517,General Patient Education,Ask your community health worker for health advice and support.,Botsa mosebetsi oa bophelo ba sechaba oa hao keletso ea bophelo le tshehetso.,WHO,general-patient-education-v1,,reviewed,
233,HIV,An employer cannot dismiss an employee solely because of their HIV status.,Mofani oa mosebetsi ha a khone ho leleka mosebetsi ka lebaka la boemo ba hae ba HIV feela.,DOH_SA,hiv-employment-rights,,reviewed,
67,HIV,Sex workers living with HIV have the same right to ART as all other people.,Batho ba rekisang ka mmele ba phelang le HIV ba na le tokelo e tšoanang ea ho fumana phekolo ea lithibela-mafofore (ART) joaloka batho ba bang bohle.,UNAIDS,art-key-populations,,reviewed,
1604,Tuberculosis,Depression is common among TB patients and can negatively affect treatment adherence.,Ho nyamela ho atile ho bakuli ba TB mme ho ka angoa ho latela phekolo ka tsela e mpe.,WHO,tb-depression,,reviewed,
3284,Symptoms and Complaints,I have weakness in my left foot and cannot flex my ankle.,Ke na le ho fokotsehela leotong la ka la molema mme ha ke khone ho khoromela ankele ea ka.,WHO,symptoms-complaints-v1,,reviewed,
3597,Appointments and Follow-Up,I need to bring my referral letter to the appointment.,Ke hloka ho tlisa lengolo la referral appointment.,WHO,appointments-followup-v1,,reviewed,
126,HIV,Drug interactions between TB medicines and ART must be carefully managed.,Likamano pakeng tsa meriana ea lefuba (TB) le ea ART li lokela ho tsamaisoa ka hloko e kholo ho qoba lits'enyehelo kapa ho fokotsa matla a tsona.,NIH_HIVinfo,hiv-tb-treatment,,reviewed,
1297,Tuberculosis,Only about 4 in 10 people with MDR-TB are currently diagnosed and enrolled on treatment.,Ke batho ba ka bang 4 ho ba 10 feela ba nang le MDR-TB bao hajoale ba hlahlojoang ’me ba kenngoa kalafong.,WHO,tb-mdr-treatment-gap,,reviewed,
1977,Medication Instructions,Administer the eye ointment along the inner lower eyelid.,Fana ka eye ointment ka hare ho sefahleho sa tlase sa leihlo.,WHO,medication-instructions-v1,,reviewed,
4518,General Patient Education,Report disease outbreaks in your community to the health authorities.,Bua ka ho atatela ha mahlwetse sechababeng sa hao ho ba ba nang le matla a bophelo bo botle.,WHO,general-patient-education-v1,,reviewed,
4482,General Patient Education,Avoid eating food that has been left out for more than two hours.,Hana ho ja lijo tse siileng kantle ho fetang lihora tse peli.,WHO,general-patient-education-v1,,reviewed,
2076,Medication Instructions,Do not freeze reconstituted antibiotics.,U se ke ua khatisa li-antibiotic tse busitoeng.,WHO,medication-instructions-v1,,reviewed,
3087,Symptoms and Complaints,I have a cough that is triggered by cleaning products.,Ke na le ho kohoa ho qalisitsoeng ke lihlahisoa tsa ho hlotsa.,WHO,symptoms-complaints-v1,,reviewed,
4346,Maternal and Child Health,I was told emergency contraception must be taken within seventy-two hours.,Ke boletsoe hore thibelo ea ho mitsa ea tšohanyetso e tlameha ho nkoa ka hare ho lihora tse mashome a supileng le metso e mebeli.,WHO,maternal-child-health-v1,,reviewed,
3346,Symptoms and Complaints,I have a rash on my lower back that is very itchy.,Ke na le ho ruruha ha letlalo mokokotlong oa ka o tlase ho hlohlonang haholo.,WHO,symptoms-complaints-v1,,reviewed,
4465,General Patient Education,Wash your hands after handling raw meat or poultry.,Hlatsoa matsoho a hao ka mor'a ho sebetsa le nama e hloekileng kapa manong.,WHO,general-patient-education-v1,,reviewed,
2798,Symptoms and Complaints,I feel my body is very weak and I need help.,Ke ikutloa 'mele oa ka o fokotsehela haholo mme ke hloka thuso.,WHO,symptoms-complaints-v1,,reviewed,
919,HIV,I did not know that HIV medicine could make me gain weight and I am concerned.,Ha ke a tseba hore meriana ea HIV e ka etsa hore ke nehe boima mme ke na le khatello.,clinical_fieldwork,patient-art-weight,,reviewed,
1647,Tuberculosis,Vision testing should be done before and during ethambutol treatment.,Ho lekoa ha pono ho lokela ho etsoa pele le nakong ea phekolo ea ethambutol.,NHS,tb-vision-monitoring,,reviewed,
365,HIV,Hepatitis C co-infection accelerates liver disease in people living with HIV.,Hepatitis C e leng karolo ya tshwaetso e sokela mafu a madi ya letsatsi ho batho ba phelang le HIV.,WHO,hiv-hcv-coinfection,,raw,
3288,Symptoms and Complaints,I have a rash on my body that is very itchy.,Ke na le ho ruruha ha letlalo 'meleng oa ka ho hlohlonang haholo.,WHO,symptoms-complaints-v1,,reviewed,
2126,Medication Instructions,Store the medication in the original bottle with the desiccant sachet included.,Boloka moriana botloleng ea pele le sachet ea desiccant e kentsoe.,WHO,medication-instructions-v1,,reviewed,
4124,Maternal and Child Health,I have been experiencing pain during intercourse after delivery.,Ke qetile dibaka ha nako ya go bapala moroto ka mora ho tswa.,WHO,maternal-child-health-v1,,raw,
526,HIV,Cardiovascular disease is a leading cause of death in people living with HIV on long-term ART.,Mafolofolo a cardiovascular ke moahi wa pele wa lefu ho batho ba phelang le HIV ka ART e elong.,NIH_HIVinfo,hiv-cardiovascular,,raw,
56,HIV,Second-line ART is used when the first regimen stops working.,Phekolo ea bobeli ea lithibela-mafofore (second-line ART) e sebelisoa ha mofuta oa pele oa phekolo (first regimen) o khaotsa ho bereka.,WHO,hiv-drug-resistance,,reviewed,
639,HIV,Patients who understand why they take ART are more likely to adhere to treatment.,Bakuli ba utloisisang hore na ba nkang ART ke hobaneng ba na le monyetla o moholo oa ho latela phekolo.,WHO,art-health-literacy,,reviewed,
303,HIV,Cotrimoxazole prophylaxis should be given to all HIV-exposed infants from six weeks of age.,Kotrimoksasoli ya prophylaxis e fetohelele ho ba le bana ba nang le HIV ho tsoa ka beke e tlaletsang mashome a mabedi a bocha.,WHO,hiv-paediatric-prophylaxis,,raw,
2767,Symptoms and Complaints,I have been having episodes of sudden fatigue.,Ke ntse ke na le linako tsa ho lapala ka tšohanyetso.,WHO,symptoms-complaints-v1,,reviewed,
1277,Tuberculosis,Delamanid is a nitroimidazole drug used in the treatment of MDR-TB.,Delamanid ke moriana oa nitroimidazole o sebelisoang kalafong ea MDR-TB.,WHO,tb-delamanid,,reviewed,
2056,Medication Instructions,Store the suspension in the refrigerator and discard after fourteen days.,Boloka suspension friji mme u lahlehise ka mor'a matsatsi a leshome le mane.,WHO,medication-instructions-v1,,reviewed,
3645,Appointments and Follow-Up,I have come for my end-of-treatment review.,Ke tlile bakeng sa ho hlahloba qetellong ea phekolo ea ka.,WHO,appointments-followup-v1,,reviewed,
4144,Maternal and Child Health,I was referred to the family planning clinic for further advice.,Ke ile ya romelwa kwenye kantora ya kgotso ya lelapa gore ke tle ke fumane tsebiso e e oketsegileng.,WHO,maternal-child-health-v1,,raw,
2879,Symptoms and Complaints,I have pain in my pelvis that is severe.,Ke na le mahloko pelviseng ea ka a matla.,WHO,symptoms-complaints-v1,,reviewed,
4203,Maternal and Child Health,I was shown how to prepare oral rehydration solution at home.,Ke bontšitsoe ho lokisa sesebelisoa sa ho noa sa ho khutlisa metsi lapeng.,WHO,maternal-child-health-v1,,reviewed,
2287,Medication Instructions,Do not take this medicine with grapefruit juice as it affects absorption.,U se ke ua nka moriana ona le moerane oa grapefruit hobane o angoa ho metsoa.,WHO,medication-instructions-v1,,reviewed,
2262,Medication Instructions,This medicine may cause increased production of hormones.,Moriana ona o ka baka ho eketseha ha tlhahiso ea li-hormone.,WHO,medication-instructions-v1,,reviewed,
2297,Medication Instructions,This medicine may interact with cholesterol-lowering drugs; inform your doctor.,Moriana ona o ka kopana le meriana e theohisang cholesterol; tsebisa ngaka ea hau.,WHO,medication-instructions-v1,,reviewed,
1754,Tuberculosis,Laboratory quality assurance ensures accurate and reliable TB test results.,Netefatso ea boleng ba laboratori e netefatsa liphetho tsa liteko tsa TB tse nepahetseng le tse tšepahalang.,WHO,tb-lab-quality,,reviewed,
1969,Medication Instructions,Dissolve the powder in 200ml of water and drink immediately.,Nyamesa phutholoho ho 200ml ea metsi mme u noe hang hang.,WHO,medication-instructions-v1,,reviewed,
4352,Maternal and Child Health,My partner would like information about a vasectomy.,Molekane oa ka o rata tlhahisoleseling ka vasectomy.,WHO,maternal-child-health-v1,,reviewed,
3118,Symptoms and Complaints,I have a pain in my upper right abdomen after eating.,Ke na le mahloko mpeng ea ka e holimo ea le letona ka mor'a ho ja.,WHO,symptoms-complaints-v1,,reviewed,
2394,Medication Instructions,Do not double up on your dose if you miss one; just continue as normal.,U se ke ua phindolla dose ea hau haeba u lahlehetsoe ke e le ngoe; tsoela pele feela joalo ka kamehla.,WHO,medication-instructions-v1,,reviewed,
524,HIV,Compulsory licensing allows countries to produce or import generic HIV medicines.,Layensing e sa feleng e lumella linaha ho etsa kapa ho ntshetsa pele ditherefu tsa generic tsa HIV.,MSF,hiv-compulsory-licensing,,raw,
3901,Appointments and Follow-Up,I missed my follow-up because I was discharged late from hospital.,Ke lahlehetsoe ke ho latela hobane ke ne ke ntšitsoe sepetleleng ka morao.,WHO,appointments-followup-v1,,reviewed,
3123,Symptoms and Complaints,I have been having episodes of vomiting bile.,Ke ntse ke na le linako tsa ho hlatsa bile.,WHO,symptoms-complaints-v1,,reviewed,
4157,Maternal and Child Health,I was told to go to the clinic if my baby has difficulty breathing.,Nkeile ka hloho ho ea kae klinikhe ha ngoanana a na le bohloko ba ho tswa.,WHO,maternal-child-health-v1,,raw,
1970,Medication Instructions,Insert the vaginal tablet as high as possible using the applicator provided.,Kenya pilisi ea vaginal ho phahama kamoo ho khonehang ka ho sebelisa applicator e fanoeng.,WHO,medication-instructions-v1,,reviewed,
672,HIV,VMMC is recommended as part of a comprehensive HIV prevention package in high-prevalence settings.,VMMC e khothalletsoa e le karolo ea sephutho se pharalletseng sa thibelo ea HIV libakeng tse nang le palo e phahameng.,WHO,hiv-vmmc,,reviewed,
4189,Maternal and Child Health,I was given advice on how to prepare nutritious meals for my child.,Ke ile ka fumana tšeho hore ke tsamaye ka dula dino tse nne tse nne bakeng sa mwana wa ka.,WHO,maternal-child-health-v1,,raw,
667,HIV,Zidovudine can cause anaemia and bone marrow suppression.,Zidovudine e ka baka anaemia le ho laoloa ha bone marrow.,NIH_HIVinfo,art-zidovudine-side-effects,,reviewed,
4339,Maternal and Child Health,I had an IUD inserted at the clinic last year.,Ke kentsoe IUD klinikeng selomong se fetileng.,WHO,maternal-child-health-v1,,reviewed,
1888,Medication Instructions,Take one tablet twice daily for two weeks.,Nka pilisi e le ngoe habeli ka letsatsi ka libeke tse peli.,WHO,medication-instructions-v1,,reviewed,
3267,Symptoms and Complaints,I have been having episodes of sudden severe heel pain.,Ke ntse ke na le linako tsa mahloko a matla a serethe ka tšohanyetso.,WHO,symptoms-complaints-v1,,reviewed,
281,HIV,I have been on ART for two years and my CD4 count has gone up.,Ke leka ART ka lilemo tse pedi mme CD4 count ya ka e oketse.,clinical_fieldwork,patient-hiv-treatment-response,,raw,
1720,Tuberculosis,People with TB and liver disease need close monitoring of liver function tests.,Batho ba nang le TB le bolwetse ba sebete ba hloka ho hlahlojoa ka hloko ha liteko tsa tšebetso ea sebete.,WHO,tb-liver-monitoring,,reviewed,
2948,Symptoms and Complaints,I have a burning sensation in my left knee.,Ke na le maikutlo a ho chesa mangoleng a ka a molema.,WHO,symptoms-complaints-v1,,reviewed,
900,HIV,Eastern and southern Africa has the highest HIV burden of any region in the world.,Afrika Bochabela le Boroa e rwala morwalo o moholo ka ho fetisisa oa HIV ho feta sebaka sefe kapa sefe lefatšeng.,UNAIDS,hiv-regional-burden,,reviewed,
4851,General Patient Education,Healthcare workers treat all STI patients with confidentiality and respect.,Basebetsi ba tlhokomelo ea bophelo bo botle ba phethela bakuloi bohle ba li-STI ka sephiri le hlompho.,WHO,general-patient-education-v1,,reviewed,
761,HIV,Nausea from ART can be managed by eating small frequent meals.,Ho nyakeloa ho tsoang ho ART ho ka laoloa ka ho ja lijo tse nyenyane ka mehla.,NHS,hiv-nausea-management,,reviewed,
1907,Medication Instructions,"Take one tablet every day for twenty-eight days, then take a seven-day break.","Nka pilisi e le ngoe letsatsi le leng le le leng ka matsatsi a mashome a mabeli le robeli, ebe o khutsa matsatsi a supileng.",WHO,medication-instructions-v1,,reviewed,
4043,Maternal and Child Health,I was given a birth plan at my antenatal visit.,Ke ile ya arwa tsebo ya tswalo ha ya kena kantong ya tswalo pele.,WHO,maternal-child-health-v1,,raw,
3824,Appointments and Follow-Up,I would like to know if I can drink alcohol in small amounts.,Ke rata ho tseba haeba nka noa joala hanyane.,WHO,appointments-followup-v1,,reviewed,
4139,Maternal and Child Health,I was given family planning advice at my postnatal visit.,Ke ile ka laelwa ka tsebelepele ya lapeng ka ya ka morao ga tsoalo.,WHO,maternal-child-health-v1,,raw,
3819,Appointments and Follow-Up,I want to ask the doctor about pain I have been experiencing.,Ke rata ho botsa ngaka ka mahloko ao ke ntseng ke a ikutloa.,WHO,appointments-followup-v1,,reviewed,
4301,Maternal and Child Health,I was told to keep my child's immunisations up to date.,Ke boletsoe ho boloka liente tsa ngoana oa ka li ntlafetse.,WHO,maternal-child-health-v1,,reviewed,
2594,Medication Instructions,Take your medicine even on days when you feel well.,Nka moriana oa hau le matsatsing ao u ikutloang u phela hantle.,WHO,medication-instructions-v1,,reviewed,
4165,Maternal and Child Health,My child is due for the eighteen-month booster vaccines.,Mwana wa ka o tlile go eta veksi ya dipholisi tse di kayang.,WHO,maternal-child-health-v1,,raw,
3032,Symptoms and Complaints,I am coughing up thick yellow mucus.,Ke kohoa mucus e teteaneng e tšoeu-tala.,WHO,symptoms-complaints-v1,,reviewed,
3580,Appointments and Follow-Up,Can I bring my medical records to the appointment?,Na nka tlisa lirekoto tsa ka tsa bongaka appointment?,WHO,appointments-followup-v1,,reviewed,
2833,Symptoms and Complaints,I have been feeling very sick and need to be hospitalised.,Ke ntse ke ikutloa ke kula haholo mme ke hloka ho kenngoa sepetlele.,WHO,symptoms-complaints-v1,,reviewed,
3473,Symptoms and Complaints,I have a feeling of urgency related to my renal medulla.,Ke na le maikutlo a ho hloka ka potlako a amanang le renal medulla ea ka.,WHO,symptoms-complaints-v1,,reviewed,
138,HIV,Couples should test for HIV together to support each other.,Banyalani kapa baratani ba lokela ho hlahlobeloa HIV hammoho ho tšehetsana le ho ba matla mmoho.,WHO,hiv-couples-testing,,reviewed,
2181,Medication Instructions,Seek medical help if you develop a severe headache that does not go away.,Batla thuso ea ngaka haeba u ba le mahloko a matla a hlooho a sa felong.,WHO,medication-instructions-v1,,reviewed,
2129,Medication Instructions,Store the medication in a clearly labelled container to avoid confusion.,Boloka moriana setsing se nang le lebeleng le hlakile ho hana tsieleho.,WHO,medication-instructions-v1,,reviewed,
3178,Symptoms and Complaints,I have a pain in my abdomen that is worse when I breathe.,Ke na le mahloko mpeng ea ka a mpe ha ke hema.,WHO,symptoms-complaints-v1,,reviewed,
4368,Maternal and Child Health,I was told that my partner's consent is not required for family planning.,Ke boletsoe hore tumelo ea molekane oa ka ha e hlokahaleng bakeng sa ho rererela lelapa.,WHO,maternal-child-health-v1,,reviewed,
4262,Maternal and Child Health,I was advised to introduce one new food at a time.,Ke keletsoeng ho kenya lijo tse ncha e le ngoe ka nako.,WHO,maternal-child-health-v1,,reviewed,
4345,Maternal and Child Health,I had unprotected intercourse last night and need emergency contraception.,Ke ile ka ba le thobalano e sa sireletstoa bosiu bo fetileng mme ke hloka thibelo ea ho mitsa ea tšohanyetso.,WHO,maternal-child-health-v1,,reviewed,
1332,Tuberculosis,"Household contacts of TB patients, especially children under five, should receive TB preventive therapy.","Batho ba lulang le bakuli ba TB ka tlung e le ’ngoe, haholo-holo bana ba ka tlase ho lilemo tse hlano, ba lokela ho fumana kalafo ea thibelo ea TB.",WHO,tb-tpt-contacts,,reviewed,
2018,Medication Instructions,Place the tablet on the tongue and swallow with water.,Beha pilisi leleme mme u e metse le metsi.,WHO,medication-instructions-v1,,reviewed,
2483,Medication Instructions,Do not give aspirin to children under twelve years of age.,U se ke ua fana ka aspirin ho bana ba tlase ho lilemo tse leshome le metso e meli.,WHO,medication-instructions-v1,,reviewed,
1359,Tuberculosis,Hepatitis B and C co-infection increases the risk of hepatotoxicity during TB treatment.,Tšoaetso e kopaneng ea hepatitis B le C e eketsa kotsi ea chefo sebeteng nakong ea kalafo ea TB.,WHO,tb-hepatitis-coinfection,,reviewed,
1330,Tuberculosis,The 3-month daily isoniazid and rifampicin (3HR) regimen is another short TPT option.,Moralo oa likhoeli tse 3 oa isoniazid le rifampicin tse nooang letsatsi le letsatsi (3HR) ke khetho e ’ngoe e khuts’oane ea TPT.,WHO,tb-3hr-tpt,,reviewed,
2151,Medication Instructions,Stop taking this medicine if you develop yellowing of the skin or eyes.,Emisa ho nka moriana ona haeba u ba le ho pheela ha letlalo kapa mahlo.,WHO,medication-instructions-v1,,reviewed,
2123,Medication Instructions,Store the medication in a cool location during hot weather.,Boloka moriana sebakeng se batang nakong ea boemo ba leholimo bo chesang.,WHO,medication-instructions-v1,,reviewed,
3982,Appointments and Follow-Up,I am committed to attending all my future follow-up appointments.,Ke ikemiseditse ho tla li-appointment tsohle tsa ho latela tsa nako e tlang.,WHO,appointments-followup-v1,,reviewed,
1253,Tuberculosis,"There were days when I wanted to stop taking the tablets because I felt better, but I remembered what the nurse said.","Ho ne ho e-na le matsatsi ao ke neng ke batla ho khaotsa ho noa lipilisi hobane ke ne ke ikutloa ke le betere, empa ka hopola seo mooki a neng a se buile.",clinical_fieldwork,patient-tb-adherence-motivation,,reviewed,
3279,Symptoms and Complaints,I have been having episodes of sudden severe index finger pain.,Ke ntse ke na le linako tsa mahloko a matla a monwana oa ho supa ka tšohanyetso.,WHO,symptoms-complaints-v1,,reviewed,
3375,Symptoms and Complaints,I have a change in the position of my eyelid.,Ke na le phetoho sebakeng sa sefahleho sa leihlo la ka.,WHO,symptoms-complaints-v1,,reviewed,
2815,Symptoms and Complaints,I have been having episodes of sudden rash.,Ke ntse ke na le linako tsa ho ruruha ha letlalo ka tšohanyetso.,WHO,symptoms-complaints-v1,,reviewed,
1849,Medication Instructions,Take one tablet every eight hours for ten days.,Nka pilisi e le ngoe ka maho a robeli ka matsatsi a leshome.,WHO,medication-instructions-v1,,reviewed,
3038,Symptoms and Complaints,I feel a burning sensation in my chest when I breathe.,Ke ikutloa maikutlo a ho chesa sefubeng ha ke hema.,WHO,symptoms-complaints-v1,,reviewed,
389,HIV,Efavirenz can cause neuropsychiatric side effects including vivid dreams and dizziness.,Efavirenz e ka etsa masoba a mokelikara a ho se tsebe a akaretsang lithabo tse ntle le ho lala mahlo.,NIH_HIVinfo,art-efavirenz,,raw,
236,HIV,Having another sexually transmitted infection increases the risk of getting or transmitting HIV.,Ho ba le tšoaetso e 'ngoe e fetisoang ka thobalano ho eketsa kotsi ea ho fumana kapa ho fetisela HIV.,CDC_HIVNexus,hiv-sti-interaction,,reviewed,
1078,Tuberculosis,Lumbar puncture is performed to diagnose TB meningitis by examining cerebrospinal fluid.,Ho toboa mokokotlo ho etsoa ho fumana TB meningitis ka ho hlahloba metsi a boko le mokokotlo.,NIH,tb-lumbar-puncture,,reviewed,
1985,Medication Instructions,Place the effervescent tablet in water and wait until fully dissolved.,Beha pilisi ea effervescent metsin mme u eme ho fihlela e nyamela ka botlalo.,WHO,medication-instructions-v1,,reviewed,
4364,Maternal and Child Health,I was told that condoms are the only method that prevents STIs.,Ke boletsoe hore li-condom ke mokhoa o le mong feela o thibelang li-STI.,WHO,maternal-child-health-v1,,reviewed,
3963,Appointments and Follow-Up,I was advised to check my blood pressure at home daily.,Ke keletsoeng ho lekola khatello ea mali lapeng letsatsi le leng le le leng.,WHO,appointments-followup-v1,,reviewed,
771,HIV,Therapeutic vaccines aim to boost the immune response to control HIV without ART.,Liente tsa phekolo li ikemiseditse ho matlafatsa karabelo ea tšireletso ea 'mele ho laola HIV ntle le ART.,NIH_HIVinfo,hiv-therapeutic-vaccine,,reviewed,
2166,Medication Instructions,This medicine may cause mood changes; inform your doctor if you feel depressed.,Moriana ona o ka baka liphetoho tsa maikutlo; tsebisa ngaka ea hau haeba u ikutloa u nyametse.,WHO,medication-instructions-v1,,reviewed,
674,HIV,Oral PrEP using tenofovir and emtricitabine is highly effective when taken daily.,PrEP ea molomo e sebelisang tenofovir le emtricitabine e sebetsa hantle haholo ha e nkoa letsatsi le leng le le leng.,WHO,hiv-oral-prep,,reviewed,
250,HIV,School-based HIV education programmes can reduce risky behaviour in young people.,Mananeo a thuto ea HIV a thehiloeng sekolong a ka fokotsa maitshwaro a kotsi ho bacha.,UNICEF,hiv-school-education,,reviewed,
1575,Tuberculosis,Alcohol use weakens the immune system and increases TB risk.,Tšebediso ea joala e fokotsehisa tšireletso ea 'mele le ho eketsa kotsi ea TB.,WHO,tb-alcohol,,reviewed,
3420,Symptoms and Complaints,I have swelling in my ankles and feet.,Ke na le ho ruruha li-ankele le maotong a ka.,WHO,symptoms-complaints-v1,,reviewed,
2082,Medication Instructions,Keep the medication in a dry place with low humidity.,Boloka moriana sebakeng se omileng se nang le boemo bo tlase ba metsi moeeng.,WHO,medication-instructions-v1,,reviewed,
1824,Medication Instructions,Take two capsules three times a day with meals.,Nka li-capsule tse peli habeli ka letsatsi le lijo.,WHO,medication-instructions-v1,,reviewed,
717,HIV,A negative W4SS screen in a person living with HIV indicates low risk of active TB.,Tlhahlobo ea W4SS e senyenyane ho motho ea phelang le HIV e bontša kotsi e tlase ea TB e sebetsang.,WHO,hiv-tb-w4ss,,reviewed,
4669,General Patient Education,Use your preventer inhaler every day as prescribed.,Sebelisa inhaler ea hao ea ho thibela letsatsi le leng le le leng joalo ka ha ho laetsoe.,WHO,general-patient-education-v1,,reviewed,
2049,Medication Instructions,Keep this medicine out of reach of children.,Boloka moriana ona hole le bana.,WHO,medication-instructions-v1,,reviewed,
4179,Maternal and Child Health,I have brought my child for a growth monitoring visit.,Ke ile ka ntswa heno gore a tsebe ho bapala ha a nne.,WHO,maternal-child-health-v1,,raw,
2725,Symptoms and Complaints,I have been having chills and shaking.,Ke ntse ke na le ho batela le ho thothomela.,WHO,symptoms-complaints-v1,,reviewed,
4522,General Patient Education,A balanced diet includes foods from all the major food groups.,Phepo e lekaneng e kenyelletsa lijo ho tsoa lihlopheng tsohle tse kholo tsa lijo.,WHO,general-patient-education-v1,,reviewed,
1461,Tuberculosis,Community health workers extend TB services to patients who cannot regularly attend health facilities.,Basebetsi ba bophelo bo botle ba sechaba ba atolosa litshebeletso tsa TB ho bakuli ba ke ke ba etela likamore tsa bophelo bo botle ka mehla.,WHO,tb-chw-role,,reviewed,
1669,Tuberculosis,Men are more likely than women to develop active tuberculosis.,Banna ba na le monyetla o moholo ho feta basali oa ho ba le tuberculosis e sebetsang.,WHO,tb-gender,,reviewed,
2757,Symptoms and Complaints,I have been feeling very unwell and cannot go to work.,Ke ntse ke ikutloa ke sa phela hantle haholo mme ha ke khone ho ea mosebetsing.,WHO,symptoms-complaints-v1,,reviewed,
2001,Medication Instructions,Apply the medicated tape to the corn or callus and leave for forty-eight hours.,Sebelisa tepe ea moriana corn kapa callus mme u e siee ka maho a mashome a mane le robeli.,WHO,medication-instructions-v1,,reviewed,
